model,label_type,precision_mode,number_of_features,train_files,validation_files,test_files,epochs_completed,parameters,best_validation_loss,threshold_percentile,anomaly_threshold,training_time_seconds,test_inference_time_seconds,test_samples,throughput_samples_per_second,actual_weak_anomalies,predicted_anomalies,accuracy,balanced_accuracy,precision,recall_sensitivity,specificity,f1_score,false_positive_rate,false_negative_rate,roc_auc,pr_auc_average_precision,true_negative,false_positive,false_negative,true_positive,checkpoint_size_mb,fp16_weights_size_mb
Tabular MLP Autoencoder,Alarm_Code weak label,CPU FP32,12,6,1,1,13,6548,0.20897388816631055,99.0,1.6083756685256958,1038.4839680999285,12.051524300011806,851404,70646.99691135054,42638,325,0.9495503897092332,0.49986080089105694,0.015384615384615385,0.00011726628828744312,0.9996043354938264,0.0002327584200358448,0.00039566450617360276,0.9998827337117125,0.4472650250223947,0.04064148838740895,808446,320,42633,5,0.03403186798095703,0.02041339874267578
